"taxon_id","taxon_name","taxon_rank","input_name","input_author","match_type","match_accepted","wcvp_status","wcvp_name","accepted_name","final_name","name_changed"
"TRVI2","Triadenum virginicum (L.) Raf.","species","Triadenum virginicum","(L.) Raf.","Exact (with author)",TRUE,"Synonym","Triadenum virginicum","Hypericum virginicum L.","Hypericum virginicum L.",TRUE
"RHVI","Rhexia virginica L.","species","Rhexia virginica","L.","Exact (with author)",TRUE,"Accepted","Rhexia virginica","Rhexia virginica L.","Rhexia virginica L.",FALSE
"LEGR","Ledum groenlandicum Oeder","species","Ledum groenlandicum","Oeder","Exact (with author)",TRUE,"Synonym","Ledum groenlandicum","Rhododendron groenlandicum (Oeder) Kron & Judd","Rhododendron groenlandicum (Oeder) Kron & Judd",TRUE
"EPRE2","Epigaea repens L.","species","Epigaea repens","L.","Exact (with author)",TRUE,"Accepted","Epigaea repens","Epigaea repens L.","Epigaea repens L.",FALSE
"NYSY","Nyssa sylvatica Marshall","species","Nyssa sylvatica","Marshall","Exact (with author)",TRUE,"Accepted","Nyssa sylvatica","Nyssa sylvatica Marshall","Nyssa sylvatica Marshall",FALSE
"CADE12","Castanea dentata (Marshall) Borkh.","species","Castanea dentata","(Marshall) Borkh.","Exact (with author)",TRUE,"Accepted","Castanea dentata","Castanea dentata (Marshall) Borkh.","Castanea dentata (Marshall) Borkh.",FALSE
"OSCI","Osmunda cinnamomea L.","species","Osmunda cinnamomea","L.","Exact (with author)",TRUE,"Synonym","Osmunda cinnamomea","Osmundastrum cinnamomeum (L.) C.Presl","Osmundastrum cinnamomeum (L.) C.Presl",TRUE
"LYLIL","Lyonia ligustrina (L.) DC. var. ligustrina","variety","Lyonia ligustrina var. ligustrina","(L.) DC. NA ligustrina","Exact (without author)",TRUE,"Accepted","Lyonia ligustrina var. ligustrina","Lyonia ligustrina var. ligustrina","Lyonia ligustrina var. ligustrina",TRUE
"CADE5","Carex debilis Michx.","species","Carex debilis","Michx.","Exact (with author)",TRUE,"Accepted","Carex debilis","Carex debilis Michx.","Carex debilis Michx.",FALSE
"LIBEB","Lindera benzoin (L.) Blume var. benzoin","variety","Lindera benzoin var. benzoin","(L.) Blume NA benzoin","Exact (without author)",TRUE,"Accepted","Lindera benzoin","Lindera benzoin (L.) Blume","Lindera benzoin (L.) Blume",TRUE
"LYUNU2","Lycopus uniflorus Michx. var. uniflorus","variety","Lycopus uniflorus var. uniflorus","Michx. NA uniflorus","Exact (without author)",TRUE,"Accepted","Lycopus uniflorus","Lycopus uniflorus Michx.","Lycopus uniflorus Michx.",TRUE
"IMCA","Impatiens capensis Meerb.","species","Impatiens capensis","Meerb.","Exact (with author)",TRUE,"Accepted","Impatiens capensis","Impatiens capensis Meerb.","Impatiens capensis Meerb.",FALSE
"SYBO2","Symphyotrichum boreale (Torr. & A. Gray) Á. Löve & D. Löve","species","Symphyotrichum boreale","(Torr. & A. Gray) Á. Löve & D. Löve","Exact (without author)",TRUE,"Accepted","Symphyotrichum boreale","Symphyotrichum boreale (Torr. & A.Gray) Á.Löve & D.Löve","Symphyotrichum boreale (Torr. & A.Gray) Á.Löve & D.Löve",TRUE
"MIVI","Microstegium vimineum (Trin.) A. Camus","species","Microstegium vimineum","(Trin.) A. Camus","Exact (without author)",TRUE,"Accepted","Microstegium vimineum","Microstegium vimineum (Trin.) A.Camus","Microstegium vimineum (Trin.) A.Camus",TRUE
"PRAL3","Prenanthes altissima L.","species","Prenanthes altissima","L.","Exact (with author)",TRUE,"Synonym","Prenanthes altissima","Nabalus altissimus (L.) Hook.","Nabalus altissimus (L.) Hook.",TRUE
"AMBR2","Amphicarpaea bracteata (L.) Fernald","species","Amphicarpaea bracteata","(L.) Fernald","Exact (with author)",TRUE,"Accepted","Amphicarpaea bracteata","Amphicarpaea bracteata (L.) Fernald","Amphicarpaea bracteata (L.) Fernald",FALSE
"CABL","Carex blanda Dewey","species","Carex blanda","Dewey","Exact (with author)",TRUE,"Accepted","Carex blanda","Carex blanda Dewey","Carex blanda Dewey",FALSE
"CALE11","Carex leptonervia (Fernald) Fernald","species","Carex leptonervia","(Fernald) Fernald","Exact (with author)",TRUE,"Accepted","Carex leptonervia","Carex leptonervia (Fernald) Fernald","Carex leptonervia (Fernald) Fernald",FALSE
"VILA10","Viola labradorica Schrank","species","Viola labradorica","Schrank","Exact (with author)",TRUE,"Accepted","Viola labradorica","Viola labradorica Schrank","Viola labradorica Schrank",FALSE
"DEAC4","Deparia acrostichoides (Sw.) M. Kato","species","Deparia acrostichoides","(Sw.) M. Kato","Exact (without author)",TRUE,"Accepted","Deparia acrostichoides","Deparia acrostichoides (Sw.) M.Kato","Deparia acrostichoides (Sw.) M.Kato",TRUE
"TICOC2","Tiarella cordifolia L. var. cordifolia","variety","Tiarella cordifolia var. cordifolia","L. NA cordifolia","Exact (without author)",TRUE,"Accepted","Tiarella cordifolia","Tiarella cordifolia L.","Tiarella cordifolia L.",TRUE
"SORU2","Solidago rugosa Mill.","species","Solidago rugosa","Mill.","Exact (with author)",TRUE,"Accepted","Solidago rugosa","Solidago rugosa Mill.","Solidago rugosa Mill.",FALSE
"BETH","Berberis thunbergii DC.","species","Berberis thunbergii","DC.","Exact (with author)",TRUE,"Accepted","Berberis thunbergii","Berberis thunbergii DC.","Berberis thunbergii DC.",FALSE
"CAST8","Carex stricta Lam.","species","Carex stricta","Lam.","Exact (with author)",TRUE,"Accepted","Carex stricta","Carex stricta Lam.","Carex stricta Lam.",FALSE
"CILA2","Cinna latifolia (Trevis. ex Goepp.) Griseb.","species","Cinna latifolia","(Trevis. ex Goepp.) Griseb.","Exact (without author)",TRUE,"Accepted","Cinna latifolia","Cinna latifolia (Trevir. ex Göpp.) Griseb.","Cinna latifolia (Trevir. ex Göpp.) Griseb.",TRUE
"SORUV","Solidago rugosa Mill. ssp. rugosa var. villosa (Pursh) Fernald","variety","Solidago rugosa","Mill. ssp. rugosa var. villosa (Pursh) Fernald","Exact (without author)",TRUE,"Accepted","Solidago rugosa","Solidago rugosa Mill.","Solidago rugosa Mill.",TRUE
"SYFO","Symplocarpus foetidus (L.) Salisb. ex W.P.C. Barton","species","Symplocarpus foetidus","(L.) Salisb. ex W.P.C. Barton","Exact (without author)",TRUE,"Accepted","Symplocarpus foetidus","Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton","Symplocarpus foetidus (L.) Salisb. ex W.P.C.Barton",TRUE
"RUPU","Rubus pubescens Raf.","species","Rubus pubescens","Raf.","Exact (with author)",TRUE,"Accepted","Rubus pubescens","Rubus pubescens Raf.","Rubus pubescens Raf.",FALSE
"TRBO2","Trientalis borealis Raf.","species","Trientalis borealis","Raf.","Exact (with author)",TRUE,"Synonym","Trientalis borealis","Lysimachia borealis (Raf.) U.Manns & Anderb.","Lysimachia borealis (Raf.) U.Manns & Anderb.",TRUE
"ARTR2","Artemisia tridentata Nutt.","species","Artemisia tridentata","Nutt.","Exact (with author)",TRUE,"Accepted","Artemisia tridentata","Artemisia tridentata Nutt.","Artemisia tridentata Nutt.",FALSE
"POSI2","Potentilla simplex Michx.","species","Potentilla simplex","Michx.","Exact (with author)",TRUE,"Accepted","Potentilla simplex","Potentilla simplex Michx.","Potentilla simplex Michx.",FALSE
"CALEL4","Carex leptalea Wahlenb. ssp. leptalea","subspecies","Carex leptalea subsp. leptalea","Wahlenb. NA leptalea","Exact (without author)",TRUE,"Accepted","Carex leptalea subsp. leptalea","Carex leptalea subsp. leptalea","Carex leptalea subsp. leptalea",TRUE
"FRNI","Fraxinus nigra Marshall","species","Fraxinus nigra","Marshall","Exact (with author)",TRUE,"Accepted","Fraxinus nigra","Fraxinus nigra Marshall","Fraxinus nigra Marshall",FALSE
"TORA2","Toxicodendron radicans (L.) Kuntze","species","Toxicodendron radicans","(L.) Kuntze","Exact (with author)",TRUE,"Accepted","Toxicodendron radicans","Toxicodendron radicans (L.) Kuntze","Toxicodendron radicans (L.) Kuntze",FALSE
"GAAS2","Galium asprellum Michx.","species","Galium asprellum","Michx.","Exact (with author)",TRUE,"Accepted","Galium asprellum","Galium asprellum Michx.","Galium asprellum Michx.",FALSE
"HYAM","Hydrocotyle americana L.","species","Hydrocotyle americana","L.","Exact (with author)",TRUE,"Accepted","Hydrocotyle americana","Hydrocotyle americana L.","Hydrocotyle americana L.",FALSE
"DRMA4","Dryopteris marginalis (L.) A. Gray","species","Dryopteris marginalis","(L.) A. Gray","Exact (without author)",TRUE,"Accepted","Dryopteris marginalis","Dryopteris marginalis (L.) A.Gray","Dryopteris marginalis (L.) A.Gray",TRUE
"GEMA","Geranium maculatum L.","species","Geranium maculatum","L.","Exact (with author)",TRUE,"Accepted","Geranium maculatum","Geranium maculatum L.","Geranium maculatum L.",FALSE
"CLVI5","Clematis virginiana L.","species","Clematis virginiana","L.","Exact (with author)",TRUE,"Accepted","Clematis virginiana","Clematis virginiana L.","Clematis virginiana L.",FALSE
"CEOR7","Celastrus orbiculatus Thunb.","species","Celastrus orbiculatus","Thunb.","Exact (with author)",TRUE,"Accepted","Celastrus orbiculatus","Celastrus orbiculatus Thunb.","Celastrus orbiculatus Thunb.",FALSE
"CAPE6","Carex pensylvanica Lam.","species","Carex pensylvanica","Lam.","Exact (with author)",TRUE,"Accepted","Carex pensylvanica","Carex pensylvanica Lam.","Carex pensylvanica Lam.",FALSE
"FRAL4","Frangula alnus Mill.","species","Frangula alnus","Mill.","Exact (with author)",TRUE,"Accepted","Frangula alnus","Frangula alnus Mill.","Frangula alnus Mill.",FALSE
"RUID","Rubus idaeus L.","species","Rubus idaeus","L.","Exact (with author)",TRUE,"Accepted","Rubus idaeus","Rubus idaeus L.","Rubus idaeus L.",FALSE
"HYPU","Hypericum punctatum Lam.","species","Hypericum punctatum","Lam.","Exact (with author)",TRUE,"Accepted","Hypericum punctatum","Hypericum punctatum Lam.","Hypericum punctatum Lam.",FALSE
"VEOF2","Veronica officinalis L.","species","Veronica officinalis","L.","Exact (with author)",TRUE,"Accepted","Veronica officinalis","Veronica officinalis L.","Veronica officinalis L.",FALSE
"ORAS","Oryzopsis asperifolia Michx.","species","Oryzopsis asperifolia","Michx.","Exact (with author)",TRUE,"Accepted","Oryzopsis asperifolia","Oryzopsis asperifolia Michx.","Oryzopsis asperifolia Michx.",FALSE
"PRPE2","Prunus pensylvanica L. f.","species","Prunus pensylvanica","L. f.","Exact (without author)",TRUE,"Accepted","Prunus pensylvanica","Prunus pensylvanica L.f.","Prunus pensylvanica L.f.",TRUE
"RUAR7","Rubus arenicola Blanch.","species","Rubus arenicola","Blanch.","Exact (with author)",TRUE,"Synonym","Rubus arenicola","Rubus flagellaris Willd.","Rubus flagellaris Willd.",TRUE
"POPA5","Polygala paucifolia Willd.","species","Polygala paucifolia","Willd.","Exact (with author)",TRUE,"Synonym","Polygala paucifolia","Chamaebuxus paucifolia (Willd.) J.F.B.Pastore & Agust.Martinez","Chamaebuxus paucifolia (Willd.) J.F.B.Pastore & Agust.Martinez",TRUE
"CHMA3","Chimaphila maculata (L.) Pursh","species","Chimaphila maculata","(L.) Pursh","Exact (with author)",TRUE,"Accepted","Chimaphila maculata","Chimaphila maculata (L.) Pursh","Chimaphila maculata (L.) Pursh",FALSE
"RUAL","Rubus allegheniensis Porter","species","Rubus allegheniensis","Porter","Exact (with author)",TRUE,"Accepted","Rubus allegheniensis","Rubus allegheniensis Porter","Rubus allegheniensis Porter",FALSE
"PTAQ","Pteridium aquilinum (L.) Kuhn","species","Pteridium aquilinum","(L.) Kuhn","Exact (with author)",TRUE,"Accepted","Pteridium aquilinum","Pteridium aquilinum (L.) Kuhn","Pteridium aquilinum (L.) Kuhn",FALSE
"ANQU","Anemone quinquefolia L.","species","Anemone quinquefolia","L.","Exact (with author)",TRUE,"Accepted","Anemone quinquefolia","Anemone quinquefolia L.","Anemone quinquefolia L.",FALSE
"COCO6","Corylus cornuta Marshall","species","Corylus cornuta","Marshall","Exact (with author)",TRUE,"Accepted","Corylus cornuta","Corylus cornuta Marshall","Corylus cornuta Marshall",FALSE
"KALA","Kalmia latifolia L.","species","Kalmia latifolia","L.","Exact (with author)",TRUE,"Accepted","Kalmia latifolia","Kalmia latifolia L.","Kalmia latifolia L.",FALSE
"LYLI","Lyonia ligustrina (L.) DC.","species","Lyonia ligustrina","(L.) DC.","Exact (with author)",TRUE,"Accepted","Lyonia ligustrina","Lyonia ligustrina (L.) DC.","Lyonia ligustrina (L.) DC.",FALSE
"AMAR3","Amelanchier arborea (Michx. f.) Fernald","species","Amelanchier arborea","(Michx. f.) Fernald","Exact (without author)",TRUE,"Accepted","Amelanchier arborea","Amelanchier arborea (F.Michx.) Fernald","Amelanchier arborea (F.Michx.) Fernald",TRUE
"PRSE","Prenanthes serpentaria Pursh","species","Prenanthes serpentaria","Pursh","Exact (with author)",TRUE,"Synonym","Prenanthes serpentaria","Nabalus serpentaria (Pursh) Hook.","Nabalus serpentaria (Pursh) Hook.",TRUE
"SPAL2","Spiraea alba Du Roi","species","Spiraea alba","Du Roi","Exact (with author)",TRUE,"Accepted","Spiraea alba","Spiraea alba Du Roi","Spiraea alba Du Roi",FALSE
"EQAR","Equisetum arvense L.","species","Equisetum arvense","L.","Exact (with author)",TRUE,"Accepted","Equisetum arvense","Equisetum arvense L.","Equisetum arvense L.",FALSE
"APAM","Apios americana Medik.","species","Apios americana","Medik.","Exact (with author)",TRUE,"Accepted","Apios americana","Apios americana Medik.","Apios americana Medik.",FALSE
"POCA17","Potentilla canadensis L.","species","Potentilla canadensis","L.","Exact (with author)",TRUE,"Accepted","Potentilla canadensis","Potentilla canadensis L.","Potentilla canadensis L.",FALSE
"CAOV2","Carya ovata (Mill.) K. Koch","species","Carya ovata","(Mill.) K. Koch","Exact (without author)",TRUE,"Accepted","Carya ovata","Carya ovata (Mill.) K.Koch","Carya ovata (Mill.) K.Koch",TRUE
"AMLA","Amelanchier laevis Wiegand","species","Amelanchier laevis","Wiegand","Exact (with author)",TRUE,"Accepted","Amelanchier laevis","Amelanchier laevis Wiegand","Amelanchier laevis Wiegand",FALSE
"RUFL","Rubus flagellaris Willd.","species","Rubus flagellaris","Willd.","Exact (with author)",TRUE,"Accepted","Rubus flagellaris","Rubus flagellaris Willd.","Rubus flagellaris Willd.",FALSE
"RHPR","Rhododendron prinophyllum (Small) Millais","species","Rhododendron prinophyllum","(Small) Millais","Exact (with author)",TRUE,"Accepted","Rhododendron prinophyllum","Rhododendron prinophyllum (Small) Millais","Rhododendron prinophyllum (Small) Millais",FALSE
"ISVE","Isotria verticillata Raf.","species","Isotria verticillata","Raf.","Exact (without author)",TRUE,"Accepted","Isotria verticillata","Isotria verticillata (Muhl. ex Willd.) Raf.","Isotria verticillata (Muhl. ex Willd.) Raf.",TRUE
"QUCO2","Quercus coccinea Münchh.","species","Quercus coccinea","Münchh.","Exact (with author)",TRUE,"Accepted","Quercus coccinea","Quercus coccinea Münchh.","Quercus coccinea Münchh.",FALSE
"PASA2","Pastinaca sativa L.","species","Pastinaca sativa","L.","Exact (with author)",TRUE,"Accepted","Pastinaca sativa","Pastinaca sativa L.","Pastinaca sativa L.",FALSE
"DILO","Diervilla lonicera Mill.","species","Diervilla lonicera","Mill.","Exact (with author)",TRUE,"Accepted","Diervilla lonicera","Diervilla lonicera Mill.","Diervilla lonicera Mill.",FALSE
"RURE2","Rubus recurvicaulis Blanch.","species","Rubus recurvicaulis","Blanch.","Exact (with author)",TRUE,"Accepted","Rubus × recurvicaulis","Rubus × recurvicaulis Blanch.","Rubus × recurvicaulis Blanch.",TRUE
"GATR3","Galium triflorum Michx.","species","Galium triflorum","Michx.","Exact (with author)",TRUE,"Accepted","Galium triflorum","Galium triflorum Michx.","Galium triflorum Michx.",FALSE
"DIACA","Dichanthelium acuminatum (Sw.) Gould & C.A. Clark var. acuminatum","variety","Dichanthelium acuminatum var. acuminatum","(Sw.) Gould & C.A. Clark NA acuminatum","Exact (without author)",TRUE,"Accepted","Dichanthelium acuminatum","Dichanthelium acuminatum (Sw.) Gould & C.A.Clark","Dichanthelium acuminatum (Sw.) Gould & C.A.Clark",TRUE
"ARTRT3","Arisaema triphyllum (L.) Schott ssp. triphyllum","subspecies","Arisaema triphyllum subsp. triphyllum","(L.) Schott NA triphyllum","Exact (without author)",TRUE,"Accepted","Arisaema triphyllum","Arisaema triphyllum (L.) Schott","Arisaema triphyllum (L.) Schott",TRUE
"RUPUP2","Rubus pubescens Raf. var. pubescens","variety","Rubus pubescens var. pubescens","Raf. NA pubescens","Exact (without author)",TRUE,"Accepted","Rubus pubescens","Rubus pubescens Raf.","Rubus pubescens Raf.",TRUE
"TORAR","Toxicodendron radicans (L.) Kuntze ssp. radicans","subspecies","Toxicodendron radicans subsp. radicans","(L.) Kuntze NA radicans","Exact (without author)",TRUE,"Accepted","Toxicodendron radicans subsp. radicans","Toxicodendron radicans subsp. radicans","Toxicodendron radicans subsp. radicans",TRUE
"GAAP2","Galium aparine L.","species","Galium aparine","L.","Exact (with author)",TRUE,"Accepted","Galium aparine","Galium aparine L.","Galium aparine L.",FALSE
"EPHE","Epipactis helleborine (L.) Crantz","species","Epipactis helleborine","(L.) Crantz","Exact (with author)",TRUE,"Accepted","Epipactis helleborine","Epipactis helleborine (L.) Crantz","Epipactis helleborine (L.) Crantz",FALSE
"LYTH2","Lysimachia thyrsiflora L.","species","Lysimachia thyrsiflora","L.","Exact (with author)",TRUE,"Accepted","Lysimachia thyrsiflora","Lysimachia thyrsiflora L.","Lysimachia thyrsiflora L.",FALSE
"PATR2","Panax trifolius L.","species","Panax trifolius","L.","Exact (with author)",TRUE,"Accepted","Panax trifolius","Panax trifolius L.","Panax trifolius L.",FALSE
"COCA13","Cornus canadensis L.","species","Cornus canadensis","L.","Exact (with author)",TRUE,"Accepted","Cornus canadensis","Cornus canadensis L.","Cornus canadensis L.",FALSE
"LIOB","Ligustrum obtusifolium Siebold & Zucc.","species","Ligustrum obtusifolium","Siebold & Zucc.","Exact (with author)",TRUE,"Accepted","Ligustrum obtusifolium","Ligustrum obtusifolium Siebold & Zucc.","Ligustrum obtusifolium Siebold & Zucc.",FALSE
"GATI","Galium tinctorium (L.) Scop.","species","Galium tinctorium","(L.) Scop.","Exact (with author)",TRUE,"Illegitimate","Galium tinctorium","Asperula tinctoria L.","Asperula tinctoria L.",TRUE
"POSA5","Polygonum sagittatum L.","species","Polygonum sagittatum","L.","Exact (with author)",TRUE,"Synonym","Polygonum sagittatum","Persicaria sagittata (L.) H.Gross","Persicaria sagittata (L.) H.Gross",TRUE
"RUALA","Rubus allegheniensis Porter var. allegheniensis","variety","Rubus allegheniensis var. allegheniensis","Porter NA allegheniensis","Exact (without author)",TRUE,"Accepted","Rubus allegheniensis","Rubus allegheniensis Porter","Rubus allegheniensis Porter",TRUE
